index,Country,Happiness_Rank,Year,Happiness_Score,Economy(GDP_per_Capita),Family,Health(Life_Expectancy),Freedom,Trust(Government_Corruption),Generosity
299,Niger,142,2016,3.856,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097
300,South Sudan,143,2016,3.832,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899
301,Chad,144,2016,3.763,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667
302,Burkina Faso,145,2016,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353
303,Uganda,145,2016,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102
304,Yemen,147,2016,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821
305,Madagascar,148,2016,3.695,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204
306,Tanzania,149,2016,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472
307,Liberia,150,2016,3.622,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063
308,Guinea,151,2016,3.607,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914
309,Rwanda,152,2016,3.515,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552
310,Benin,153,2016,3.484,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018
311,Afghanistan,154,2016,3.36,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268
312,Togo,155,2016,3.303,0.28123,0,0.24811,0.34678,0.11587,0.17517
313,Syria,156,2016,3.069,0.74719,0.14866,0.62994,0.06912,0.17233,0.48397
314,Burundi,157,2016,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029
315,Norway,1,2017,7.537000179,1.616463184,1.53352356,0.796666503,0.635422587,0.315963835,0.362012237
316,Denmark,2,2017,7.521999836,1.482383013,1.551121593,0.792565525,0.626006722,0.400770068,0.355280489
317,Iceland,3,2017,7.504000187,1.48063302,1.610574007,0.833552122,0.627162635,0.153526559,0.475540221
318,Switzerland,4,2017,7.493999958,1.564979553,1.516911745,0.858131289,0.620070577,0.367007285,0.290549278
319,Finland,5,2017,7.468999863,1.443571925,1.540246725,0.80915767,0.617950857,0.382611543,0.245482773
320,Netherlands,6,2017,7.376999855,1.503944635,1.428939223,0.810696125,0.585384488,0.282661825,0.47048983
321,Canada,7,2017,7.315999985,1.479204416,1.481348991,0.834557652,0.611100912,0.287371516,0.435539722
322,New Zealand,8,2017,7.31400013,1.405706048,1.548195124,0.816759706,0.61406213,0.382816702,0.500005126
323,Sweden,9,2017,7.28399992,1.494387269,1.478162169,0.830875158,0.612924099,0.384398729,0.385399252
324,Australia,10,2017,7.28399992,1.484414935,1.510041952,0.843886793,0.601607382,0.30118373,0.47769925
325,Israel,11,2017,7.212999821,1.375382423,1.376289964,0.838404,0.405988604,0.0852421,0.330082655
326,Costa Rica,12,2017,7.078999996,1.109706283,1.416403651,0.759509265,0.58013165,0.100106589,0.214613229
327,Austria,13,2017,7.006000042,1.487097263,1.459944963,0.815328419,0.56776619,0.221060365,0.316472322
328,United States,14,2017,6.993000031,1.546259284,1.419920564,0.774286628,0.505740523,0.135638788,0.392578781
329,Ireland,15,2017,6.977000237,1.535706639,1.558231115,0.809782624,0.573110342,0.298388153,0.427858323
330,Germany,16,2017,6.951000214,1.487923384,1.472520351,0.798950732,0.562511384,0.276731938,0.33626917
331,Belgium,17,2017,6.890999794,1.463780761,1.462312698,0.818091869,0.539770722,0.251343131,0.231503338
332,Luxembourg,18,2017,6.862999916,1.741943598,1.457583666,0.845089495,0.596627891,0.318834424,0.283180982
333,United Kingdom,19,2017,6.714000225,1.44163394,1.49646008,0.805335939,0.508190036,0.265428066,0.492774159
334,Chile,20,2017,6.65199995,1.25278461,1.284024954,0.819479704,0.376895279,0.082287982,0.326662421
335,United Arab Emirates,21,2017,6.647999763,1.626343369,1.266410232,0.726798236,0.60834527,0.324489564,0.360941947
336,Brazil,22,2017,6.635000229,1.10735321,1.431306005,0.616552353,0.437453747,0.111092761,0.162349895
337,Czech Republic,23,2017,6.609000206,1.352682352,1.433885217,0.754444003,0.490946174,0.036872927,0.088106759
338,Argentina,24,2017,6.598999977,1.185295463,1.440451145,0.695137084,0.494519204,0.059739888,0.109457061
339,Mexico,25,2017,6.578000069,1.153183818,1.21086216,0.709978998,0.412730008,0.132774115,0.120990433
340,Singapore,26,2017,6.572000027,1.69227767,1.353814363,0.949492395,0.549840569,0.464307785,0.345965981
341,Malta,27,2017,6.52699995,1.343279839,1.488411665,0.821944237,0.588767052,0.153066069,0.574730575
342,Uruguay,28,2017,6.453999996,1.217559695,1.412227869,0.719216824,0.579392254,0.178061873,0.175096929
343,Guatemala,29,2017,6.453999996,0.872001946,1.255585194,0.54023999,0.531310618,0.077223279,0.283488393
344,Panama,30,2017,6.452000141,1.233748436,1.373192549,0.706156135,0.550026834,0.070983924,0.210556939
345,France,31,2017,6.441999912,1.430923462,1.387776852,0.844465852,0.470222116,0.172502428,0.129762307
346,Thailand,32,2017,6.423999786,1.127868772,1.425792456,0.647239029,0.580200732,0.031612735,0.57212311
347,Taiwan Province of China,33,2017,6.421999931,1.433626533,1.384565353,0.793984234,0.361466587,0.063829236,0.258360475
348,Spain,34,2017,6.402999878,1.384397864,1.532090902,0.8889606,0.40878123,0.070914097,0.190133572
349,Qatar,35,2017,6.375,1.870765686,1.27429688,0.710098088,0.604130983,0.439299256,0.33047387
350,Colombia,36,2017,6.356999874,1.070622325,1.402182937,0.595027924,0.477487415,0.046668742,0.149014473
351,Saudi Arabia,37,2017,6.343999863,1.530623555,1.286677599,0.59014833,0.449750572,0.273432255,0.147616014
352,Trinidad and Tobago,38,2017,6.168000221,1.361355901,1.380228519,0.519983292,0.518630743,0.008964816,0.325296462
353,Kuwait,39,2017,6.105000019,1.632952452,1.259698749,0.632105708,0.496337593,0.21515955,0.228289798
354,Slovakia,40,2017,6.09800005,1.325393558,1.505059242,0.712732911,0.295817465,0.024210852,0.136544481
355,Bahrain,41,2017,6.086999893,1.488412261,1.323110461,0.653133035,0.536746919,0.25704217,0.172668487
356,Malaysia,42,2017,6.084000111,1.29121542,1.284646034,0.618784428,0.402264982,0.065600708,0.41660893
357,Nicaragua,43,2017,6.071000099,0.737299204,1.28721571,0.653095961,0.447551847,0.130687982,0.301674217
358,Ecuador,44,2017,6.007999897,1.000820398,1.286168814,0.685636222,0.455198199,0.140134647,0.150112465
359,El Salvador,45,2017,6.002999783,0.909784496,1.182125092,0.596018553,0.43245253,0.08998096,0.078257985
360,Poland,46,2017,5.97300005,1.291787863,1.44571197,0.699475348,0.520342112,0.059307806,0.158465967
361,Uzbekistan,47,2017,5.971000195,0.786441088,1.54896915,0.498272628,0.658248663,0.246528223,0.415983647
362,Italy,48,2017,5.964000225,1.395066619,1.444923282,0.853144348,0.256450713,0.028028091,0.172789648
363,Russia,49,2017,5.962999821,1.281778097,1.469282389,0.547349334,0.373783112,0.032962881,0.052263822
364,Belize,50,2017,5.955999851,0.907975316,1.081417799,0.450191766,0.547509372,0.096581072,0.240015641
365,Japan,51,2017,5.920000076,1.416915178,1.436337829,0.913475871,0.505625546,0.163760737,0.120572768
366,Lithuania,52,2017,5.90199995,1.314582348,1.473516107,0.62894994,0.234231785,0.011865643,0.010164657
367,Algeria,53,2017,5.872000217,1.091864467,1.146217465,0.617584646,0.233335808,0.14609611,0.069436647
368,Latvia,54,2017,5.849999905,1.260748625,1.404714942,0.638566971,0.325707912,0.073842727,0.153074786
369,South Korea,55,2017,5.837999821,1.401678443,1.128274441,0.900214076,0.257921666,0.063282669,0.206674367
370,Moldova,56,2017,5.837999821,0.72887063,1.251825571,0.589465201,0.240729049,0.010091286,0.208779126
371,Romania,57,2017,5.824999809,1.217683911,1.15009129,0.685158312,0.457003742,0.004387901,0.133519918
372,Bolivia,58,2017,5.822999954,0.833756566,1.227619052,0.47363025,0.558732927,0.060477726,0.225560725
373,Turkmenistan,59,2017,5.822000027,1.130776763,1.493149161,0.43772608,0.418271929,0.25927034,0.249924988
374,Kazakhstan,60,2017,5.818999767,1.28455627,1.384369016,0.606041551,0.437454283,0.119282886,0.201964423
375,North Cyprus,61,2017,5.809999943,1.346911311,1.186303377,0.834647238,0.471203625,0.155353352,0.266845703
376,Slovenia,62,2017,5.757999897,1.341205955,1.452518821,0.790828228,0.572575808,0.045128979,0.242649093
377,Peru,63,2017,5.715000153,1.035225272,1.218770385,0.630166113,0.450002879,0.047049087,0.126819715
378,Mauritius,64,2017,5.629000187,1.189395547,1.20956099,0.638007462,0.491247326,0.042181555,0.360933751
379,Cyprus,65,2017,5.620999813,1.355938077,1.131363273,0.844714701,0.355111539,0.041237976,0.271254301
380,Estonia,66,2017,5.611000061,1.32087934,1.4766711,0.695168316,0.47913143,0.183248922,0.098890811
381,Belarus,67,2017,5.568999767,1.15655756,1.444945216,0.637714267,0.295400262,0.156313822,0.155137509
382,Libya,68,2017,5.525000095,1.101803064,1.35756433,0.52016902,0.46573323,0.09261021,0.152073666
383,Turkey,69,2017,5.5,1.198274374,1.337753177,0.637605608,0.3007406,0.09967158,0.046693042
384,Paraguay,70,2017,5.493000031,0.932537317,1.50728488,0.579250693,0.473507792,0.091065913,0.224150658
385,"Hong Kong S.A.R., China",71,2017,5.472000122,1.551674843,1.262790918,0.943062425,0.490968645,0.293933749,0.374465793
386,Philippines,72,2017,5.429999828,0.857699215,1.253917575,0.468009055,0.585214674,0.099331893,0.193513423
387,Serbia,73,2017,5.394999981,1.069317579,1.258189797,0.650784671,0.208715528,0.040903781,0.220125884
388,Jordan,74,2017,5.335999966,0.991012394,1.239088893,0.604590058,0.418421149,0.119803272,0.17217046
389,Hungary,75,2017,5.323999882,1.286011934,1.343133092,0.687763453,0.175863519,0.036636937,0.078401662
390,Jamaica,76,2017,5.31099987,0.925579309,1.368218064,0.641022384,0.474307239,0.055267781,0.233818337
391,Croatia,77,2017,5.293000221,1.222556233,0.967983007,0.701288521,0.255772293,0.04310311,0.248002976
392,Kosovo,78,2017,5.278999805,0.951484382,1.137853503,0.54145205,0.260287941,0.057471618,0.319931448
393,China,79,2017,5.272999763,1.081165791,1.160837412,0.741415501,0.472787708,0.022794275,0.028806841
394,Pakistan,80,2017,5.269000053,0.726883531,0.67269069,0.402047783,0.235215262,0.124348067,0.315446019
395,Indonesia,81,2017,5.262000084,0.995538592,1.274444699,0.492345721,0.443323463,0.015317135,0.611704588
396,Venezuela,82,2017,5.25,1.128431201,1.431337595,0.617144227,0.153997123,0.064491123,0.06501963
397,Montenegro,83,2017,5.236999989,1.121129036,1.238376498,0.667464674,0.194989055,0.088174194,0.197911024
398,Morocco,84,2017,5.235000134,0.878114581,0.774864435,0.597710669,0.408158332,0.087763183,0.032209955
399,Azerbaijan,85,2017,5.234000206,1.153601766,1.152400255,0.540775776,0.398155838,0.180987507,0.04526934
400,Dominican Republic,86,2017,5.230000019,1.079373837,1.402416706,0.574873745,0.552589834,0.113945253,0.18696785
401,Greece,87,2017,5.227000237,1.289487481,1.239414573,0.810198903,0.095731251,0.043289777,0
402,Lebanon,88,2017,5.224999905,1.074987531,1.129624248,0.735081077,0.288515985,0.03751383,0.264450759
403,Portugal,89,2017,5.195000172,1.315175295,1.367043018,0.795843542,0.4984653,0.015869452,0.095102713
404,Bosnia and Herzegovina,90,2017,5.18200016,0.982409418,1.069335938,0.705186307,0.204403177,0,0.328867495
405,Honduras,91,2017,5.181000233,0.730573118,1.143944979,0.58256948,0.34807986,0.073345453,0.236188874
406,Macedonia,92,2017,5.175000191,1.064577937,1.207893014,0.644948184,0.325905979,0.060277794,0.253760964
407,Somalia,93,2017,5.151000023,0.022643184,0.721151352,0.113989137,0.602126956,0.282410324,0.291631311
408,Vietnam,94,2017,5.073999882,0.788547575,1.277491331,0.652168989,0.571055591,0.087633237,0.234968051
409,Nigeria,95,2017,5.073999882,0.783756256,1.215770483,0.05691573,0.394952565,0.026121566,0.230947196
410,Tajikistan,96,2017,5.040999889,0.524713635,1.271463275,0.529235125,0.471566707,0.146377146,0.248997644
411,Bhutan,97,2017,5.011000156,0.885416389,1.340126514,0.495879292,0.501537681,0.17338039,0.474054545
412,Kyrgyzstan,98,2017,5.004000187,0.596220076,1.394238591,0.553457797,0.454943389,0.039439179,0.428580374
413,Nepal,99,2017,4.961999893,0.479820192,1.179283261,0.504130781,0.440305948,0.072975546,0.394096166
414,Mongolia,100,2017,4.954999924,1.027235866,1.493011236,0.557783484,0.394143969,0.032902289,0.33846423
415,South Africa,101,2017,4.828999996,1.054698706,1.384788632,0.18708007,0.479246736,0.072509497,0.13936238
416,Tunisia,102,2017,4.804999828,1.007265806,0.86835146,0.613212049,0.28968069,0.086723149,0.049693357
417,Palestinian Territories,103,2017,4.775000095,0.716249228,1.155647159,0.565666974,0.254711062,0.089282602,0.114173174
418,Egypt,104,2017,4.735000134,0.989701807,0.997471392,0.520187259,0.282110155,0.114381365,0.128631443
419,Bulgaria,105,2017,4.714000225,1.161459088,1.434379458,0.70821768,0.289231718,0.011051531,0.113177694
420,Sierra Leone,106,2017,4.709000111,0.368420929,0.984136045,0.005564754,0.318697691,0.071095176,0.293040901
421,Cameroon,107,2017,4.695000172,0.564305365,0.946018219,0.132892117,0.430388749,0.051306631,0.236298457
422,Iran,108,2017,4.691999912,1.156873107,0.711551249,0.639333189,0.249322608,0.048761073,0.387242913
423,Albania,109,2017,4.644000053,0.996192753,0.803685248,0.731159747,0.381498635,0.039864216,0.201312944
